date	country	UF	cases	death_DENV2	genomes_DENV2	death_DENV1	genomes_DENV1	death	genomes
04/01/2015	Brazil	BA	290	0	0	0	0	0	0
11/01/2015	Brazil	BA	277	0	0	0	0	0	0
18/01/2015	Brazil	BA	376	0	0	0	0	0	0
25/01/2015	Brazil	BA	505	0	0	0	0	0	0
01/02/2015	Brazil	BA	680	0	0	0	0	0	0
08/02/2015	Brazil	BA	681	0	0	0	0	0	0
15/02/2015	Brazil	BA	928	0	0	0	0	0	0
22/02/2015	Brazil	BA	1415	0	0	0	0	0	0
01/03/2015	Brazil	BA	1925	0	0	0	0	0	0
08/03/2015	Brazil	BA	2513	0	0	0	0	0	0
15/03/2015	Brazil	BA	3553	0	0	0	0	0	0
22/03/2015	Brazil	BA	4305	0	0	0	0	0	0
29/03/2015	Brazil	BA	3781	0	0	0	0	0	0
05/04/2015	Brazil	BA	4018	0	0	0	0	0	0
12/04/2015	Brazil	BA	3637	0	0	0	0	0	0
19/04/2015	Brazil	BA	3175	0	0	0	0	0	0
26/04/2015	Brazil	BA	2861	0	0	0	0	0	0
03/05/2015	Brazil	BA	3352	0	0	0	0	0	0
10/05/2015	Brazil	BA	2953	0	0	0	0	0	0
17/05/2015	Brazil	BA	2649	0	0	0	0	0	0
24/05/2015	Brazil	BA	2663	0	0	0	0	0	0
31/05/2015	Brazil	BA	2140	0	0	0	0	0	0
07/06/2015	Brazil	BA	1836	0	0	0	0	0	0
14/06/2015	Brazil	BA	1588	0	0	0	0	0	0
21/06/2015	Brazil	BA	1125	0	0	0	0	0	0
28/06/2015	Brazil	BA	1334	0	0	0	0	0	0
05/07/2015	Brazil	BA	1675	0	0	0	0	0	0
12/07/2015	Brazil	BA	1761	0	0	0	0	0	0
19/07/2015	Brazil	BA	1423	0	0	0	0	0	0
26/07/2015	Brazil	BA	1314	0	0	0	0	0	0
02/08/2015	Brazil	BA	1098	0	0	0	0	0	0
09/08/2015	Brazil	BA	921	0	0	0	0	0	0
16/08/2015	Brazil	BA	761	0	0	0	0	0	0
23/08/2015	Brazil	BA	652	0	0	0	0	0	0
30/08/2015	Brazil	BA	655	0	0	0	0	0	0
06/09/2015	Brazil	BA	724	0	0	0	0	0	0
13/09/2015	Brazil	BA	760	0	0	0	0	0	0
20/09/2015	Brazil	BA	647	0	0	0	0	0	0
27/09/2015	Brazil	BA	621	0	0	0	0	0	0
04/10/2015	Brazil	BA	513	0	0	0	0	0	0
11/10/2015	Brazil	BA	486	0	0	0	0	0	0
18/10/2015	Brazil	BA	431	0	0	0	0	0	0
25/10/2015	Brazil	BA	381	0	0	0	0	0	0
01/11/2015	Brazil	BA	568	0	0	0	0	0	0
08/11/2015	Brazil	BA	689	0	0	0	0	0	0
15/11/2015	Brazil	BA	585	0	0	0	0	0	0
22/11/2015	Brazil	BA	762	0	0	0	0	0	0
29/11/2015	Brazil	BA	958	0	0	0	0	0	0
06/12/2015	Brazil	BA	885	0	0	0	0	0	0
13/12/2015	Brazil	BA	635	0	0	0	0	0	0
20/12/2015	Brazil	BA	164	0	0	0	0	0	0
27/12/2015	Brazil	BA	12	0	0	0	0	0	0
03/01/2016	Brazil	BA	1636	0	0	0	0	0	0
10/01/2016	Brazil	BA	2100	0	0	0	0	0	0
17/01/2016	Brazil	BA	2143	0	0	0	0	0	0
24/01/2016	Brazil	BA	2908	0	0	0	0	0	0
31/01/2016	Brazil	BA	3798	0	0	0	0	0	0
07/02/2016	Brazil	BA	5314	0	0	0	0	0	0
14/02/2016	Brazil	BA	7780	0	0	0	0	0	0
21/02/2016	Brazil	BA	7910	0	0	0	0	0	0
28/02/2016	Brazil	BA	7127	0	0	0	0	0	0
06/03/2016	Brazil	BA	6589	0	0	0	0	0	0
13/03/2016	Brazil	BA	4821	0	0	0	0	0	0
20/03/2016	Brazil	BA	4280	0	0	0	0	0	0
27/03/2016	Brazil	BA	3857	0	0	0	0	0	0
03/04/2016	Brazil	BA	3172	0	0	0	0	0	0
10/04/2016	Brazil	BA	2474	0	0	0	0	0	0
17/04/2016	Brazil	BA	1863	0	0	0	0	0	0
24/04/2016	Brazil	BA	1480	0	0	0	0	0	0
01/05/2016	Brazil	BA	1331	0	0	0	0	0	0
08/05/2016	Brazil	BA	1184	0	0	0	0	0	0
15/05/2016	Brazil	BA	870	0	0	0	0	0	0
22/05/2016	Brazil	BA	578	0	0	0	0	0	0
29/05/2016	Brazil	BA	569	0	0	0	0	0	0
05/06/2016	Brazil	BA	482	0	0	0	0	0	0
12/06/2016	Brazil	BA	345	0	0	0	0	0	0
19/06/2016	Brazil	BA	244	0	0	0	0	0	0
26/06/2016	Brazil	BA	263	0	0	0	0	0	0
03/07/2016	Brazil	BA	257	0	0	0	0	0	0
10/07/2016	Brazil	BA	320	0	0	0	0	0	0
17/07/2016	Brazil	BA	268	0	0	0	0	0	0
24/07/2016	Brazil	BA	240	0	0	0	0	0	0
31/07/2016	Brazil	BA	239	0	0	0	0	0	0
07/08/2016	Brazil	BA	215	0	0	0	0	0	0
14/08/2016	Brazil	BA	189	0	0	0	0	0	0
21/08/2016	Brazil	BA	184	0	0	0	0	0	0
28/08/2016	Brazil	BA	160	0	0	0	0	0	0
04/09/2016	Brazil	BA	185	0	0	0	0	0	0
11/09/2016	Brazil	BA	211	0	0	0	0	0	0
18/09/2016	Brazil	BA	167	0	0	0	0	0	0
25/09/2016	Brazil	BA	146	0	0	0	0	0	0
02/10/2016	Brazil	BA	215	0	0	0	0	0	0
09/10/2016	Brazil	BA	206	0	0	0	0	0	0
16/10/2016	Brazil	BA	280	0	0	0	0	0	0
23/10/2016	Brazil	BA	305	0	0	0	0	0	0
30/10/2016	Brazil	BA	230	0	0	0	0	0	0
06/11/2016	Brazil	BA	259	0	0	0	0	0	0
13/11/2016	Brazil	BA	220	0	0	0	0	0	0
20/11/2016	Brazil	BA	289	0	0	0	0	0	0
27/11/2016	Brazil	BA	309	0	0	0	0	0	0
04/12/2016	Brazil	BA	293	0	0	0	0	0	0
11/12/2016	Brazil	BA	275	0	0	0	0	0	0
18/12/2016	Brazil	BA	324	0	0	0	0	0	0
25/12/2016	Brazil	BA	208	0	0	0	0	0	0
01/01/2017	Brazil	BA	624	0	0	0	0	0	0
08/01/2017	Brazil	BA	668	0	0	0	0	0	0
15/01/2017	Brazil	BA	736	0	0	0	0	0	0
22/01/2017	Brazil	BA	658	0	0	0	0	0	0
29/01/2017	Brazil	BA	641	0	0	0	0	0	0
05/02/2017	Brazil	BA	635	0	0	0	0	0	0
12/02/2017	Brazil	BA	522	0	0	0	0	0	0
19/02/2017	Brazil	BA	479	0	0	0	0	0	0
26/02/2017	Brazil	BA	481	0	0	0	0	0	0
05/03/2017	Brazil	BA	442	0	0	0	0	0	0
12/03/2017	Brazil	BA	457	0	0	0	0	0	0
19/03/2017	Brazil	BA	475	0	0	0	0	0	0
26/03/2017	Brazil	BA	460	0	0	0	0	0	0
02/04/2017	Brazil	BA	451	0	0	0	0	0	0
09/04/2017	Brazil	BA	395	0	0	0	0	0	0
16/04/2017	Brazil	BA	385	0	0	0	0	0	0
23/04/2017	Brazil	BA	325	0	0	0	0	0	0
30/04/2017	Brazil	BA	353	0	0	0	0	0	0
07/05/2017	Brazil	BA	368	0	0	0	0	0	0
14/05/2017	Brazil	BA	345	0	0	0	0	0	0
21/05/2017	Brazil	BA	312	0	0	0	0	0	0
28/05/2017	Brazil	BA	326	0	0	0	0	0	0
04/06/2017	Brazil	BA	279	0	0	0	0	0	0
11/06/2017	Brazil	BA	227	0	0	0	0	0	0
18/06/2017	Brazil	BA	238	0	0	0	0	0	0
25/06/2017	Brazil	BA	230	0	0	0	0	0	0
02/07/2017	Brazil	BA	210	0	0	0	0	0	0
09/07/2017	Brazil	BA	206	0	0	0	0	0	0
16/07/2017	Brazil	BA	164	0	0	0	0	0	0
23/07/2017	Brazil	BA	169	0	0	0	0	0	0
30/07/2017	Brazil	BA	153	0	0	0	0	0	0
06/08/2017	Brazil	BA	165	0	0	0	0	0	0
13/08/2017	Brazil	BA	148	0	0	0	0	0	0
20/08/2017	Brazil	BA	141	0	0	0	0	0	0
27/08/2017	Brazil	BA	149	0	0	0	0	0	0
03/09/2017	Brazil	BA	97	0	0	0	0	0	0
10/09/2017	Brazil	BA	108	0	0	0	0	0	0
17/09/2017	Brazil	BA	107	0	0	0	0	0	0
24/09/2017	Brazil	BA	130	0	0	0	0	0	0
01/10/2017	Brazil	BA	124	0	0	0	0	0	0
08/10/2017	Brazil	BA	107	0	0	0	0	0	0
15/10/2017	Brazil	BA	157	0	0	0	0	0	0
22/10/2017	Brazil	BA	117	0	0	0	0	0	0
29/10/2017	Brazil	BA	103	0	0	0	0	0	0
05/11/2017	Brazil	BA	92	0	0	0	0	0	0
12/11/2017	Brazil	BA	116	0	0	0	0	0	0
19/11/2017	Brazil	BA	88	0	0	0	0	0	0
26/11/2017	Brazil	BA	92	0	0	0	0	0	0
03/12/2017	Brazil	BA	86	0	0	0	0	0	0
10/12/2017	Brazil	BA	81	0	0	0	0	0	0
17/12/2017	Brazil	BA	72	0	0	0	0	0	0
24/12/2017	Brazil	BA	41	0	0	0	0	0	0
31/12/2017	Brazil	BA	149	0	0	0	0	0	0
07/01/2018	Brazil	BA	143	0	0	0	0	0	0
14/01/2018	Brazil	BA	267	0	0	0	0	0	0
21/01/2018	Brazil	BA	266	0	0	0	0	0	0
28/01/2018	Brazil	BA	247	0	0	0	0	0	0
04/02/2018	Brazil	BA	208	0	0	0	0	0	0
11/02/2018	Brazil	BA	168	0	0	0	0	0	0
18/02/2018	Brazil	BA	314	0	0	0	0	0	0
25/02/2018	Brazil	BA	328	0	0	0	0	0	0
04/03/2018	Brazil	BA	406	0	0	0	0	0	0
11/03/2018	Brazil	BA	372	0	0	0	0	0	0
18/03/2018	Brazil	BA	353	0	0	0	0	0	0
25/03/2018	Brazil	BA	302	0	0	0	0	0	0
01/04/2018	Brazil	BA	396	0	0	0	0	0	0
08/04/2018	Brazil	BA	517	0	0	0	0	0	0
15/04/2018	Brazil	BA	617	0	0	0	0	0	0
22/04/2018	Brazil	BA	617	0	0	0	0	0	0
29/04/2018	Brazil	BA	544	0	0	0	0	0	0
06/05/2018	Brazil	BA	586	0	0	0	0	0	0
13/05/2018	Brazil	BA	526	0	0	0	0	0	0
20/05/2018	Brazil	BA	438	0	0	0	0	0	0
27/05/2018	Brazil	BA	366	0	0	0	0	0	0
03/06/2018	Brazil	BA	401	0	0	0	0	0	0
10/06/2018	Brazil	BA	394	0	0	0	0	0	0
17/06/2018	Brazil	BA	283	0	0	0	0	0	0
24/06/2018	Brazil	BA	174	0	0	0	0	0	0
01/07/2018	Brazil	BA	178	0	0	0	0	0	0
08/07/2018	Brazil	BA	227	0	0	0	0	0	0
15/07/2018	Brazil	BA	159	0	0	0	0	0	0
22/07/2018	Brazil	BA	188	0	0	0	0	0	0
29/07/2018	Brazil	BA	191	0	0	0	0	0	0
05/08/2018	Brazil	BA	205	0	0	0	0	0	0
12/08/2018	Brazil	BA	155	0	0	0	0	0	0
19/08/2018	Brazil	BA	226	0	0	0	0	0	0
26/08/2018	Brazil	BA	187	0	0	0	0	0	0
02/09/2018	Brazil	BA	133	0	0	0	0	0	0
09/09/2018	Brazil	BA	162	0	0	0	0	0	0
16/09/2018	Brazil	BA	151	0	0	0	0	0	0
23/09/2018	Brazil	BA	145	0	0	0	0	0	0
30/09/2018	Brazil	BA	204	0	0	0	0	0	0
07/10/2018	Brazil	BA	128	0	0	0	0	0	0
14/10/2018	Brazil	BA	201	0	0	0	0	0	0
21/10/2018	Brazil	BA	189	0	0	0	0	0	0
28/10/2018	Brazil	BA	153	0	0	0	0	0	0
04/11/2018	Brazil	BA	230	0	0	0	0	0	0
11/11/2018	Brazil	BA	190	0	0	0	0	0	0
18/11/2018	Brazil	BA	211	0	0	0	0	0	0
25/11/2018	Brazil	BA	176	0	0	0	0	0	0
02/12/2018	Brazil	BA	161	0	0	0	0	0	0
09/12/2018	Brazil	BA	198	0	0	0	0	0	0
16/12/2018	Brazil	BA	255	0	0	0	0	0	0
23/12/2018	Brazil	BA	174	0	0	0	0	0	0
30/12/2018	Brazil	BA	210	0	0	0	0	0	0
06/01/2019	Brazil	BA	535	0	0	0	1	0	1
13/01/2019	Brazil	BA	613	0	1	0	9	0	10
20/01/2019	Brazil	BA	887	0	0	0	1	0	1
27/01/2019	Brazil	BA	1022	0	0	0	0	0	0
03/02/2019	Brazil	BA	1155	0	0	0	1	0	1
10/02/2019	Brazil	BA	1579	0	0	0	0	0	0
17/02/2019	Brazil	BA	1615	0	0	0	0	0	0
24/02/2019	Brazil	BA	1569	0	0	0	0	0	0
03/03/2019	Brazil	BA	1181	0	0	0	0	0	0
10/03/2019	Brazil	BA	1485	0	0	0	0	0	0
17/03/2019	Brazil	BA	1794	0	0	0	0	0	0
24/03/2019	Brazil	BA	2121	0	0	0	1	0	1
31/03/2019	Brazil	BA	2304	0	0	0	0	0	0
07/04/2019	Brazil	BA	2208	0	2	0	1	0	3
14/04/2019	Brazil	BA	1809	0	0	0	0	0	0
21/04/2019	Brazil	BA	2701	1	2	0	1	1	3
28/04/2019	Brazil	BA	3181	0	2	0	0	0	2
05/05/2019	Brazil	BA	3749	0	0	0	1	0	1
12/05/2019	Brazil	BA	4081	0	4	0	3	0	7
19/05/2019	Brazil	BA	4384	0	2	0	0	0	2
26/05/2019	Brazil	BA	4138	0	1	0	0	0	1
02/06/2019	Brazil	BA	4100	0	3	0	0	0	3
09/06/2019	Brazil	BA	3334	1	1	0	0	1	1
16/06/2019	Brazil	BA	2476	0	1	0	0	0	1
23/06/2019	Brazil	BA	2159	0	0	0	0	0	0
30/06/2019	Brazil	BA	2194	0	0	0	0	0	0
07/07/2019	Brazil	BA	2410	0	1	0	0	0	1
14/07/2019	Brazil	BA	2198	0	0	0	0	0	0
21/07/2019	Brazil	BA	1804	0	0	0	0	0	0
28/07/2019	Brazil	BA	1564	0	0	0	0	0	0
04/08/2019	Brazil	BA	1533	0	0	0	0	0	0
11/08/2019	Brazil	BA	1484	0	0	0	0	0	0
18/08/2019	Brazil	BA	1264	0	0	0	0	0	0
25/08/2019	Brazil	BA	1126	0	0	0	0	0	0
01/09/2019	Brazil	BA	1105	0	0	0	0	0	0
08/09/2019	Brazil	BA	994	0	0	0	0	0	0
15/09/2019	Brazil	BA	1032	0	0	0	0	0	0
22/09/2019	Brazil	BA	852	0	0	0	0	0	0
29/09/2019	Brazil	BA	723	0	0	0	0	0	0
06/10/2019	Brazil	BA	700	0	0	0	0	0	0
13/10/2019	Brazil	BA	666	0	0	0	0	0	0
20/10/2019	Brazil	BA	701	0	0	0	0	0	0
27/10/2019	Brazil	BA	589	0	0	0	0	0	0
03/11/2019	Brazil	BA	629	0	0	0	0	0	0
10/11/2019	Brazil	BA	539	0	0	0	0	0	0
17/11/2019	Brazil	BA	566	0	0	0	0	0	0
24/11/2019	Brazil	BA	499	0	0	0	0	0	0
01/12/2019	Brazil	BA	457	0	0	0	0	0	0
08/12/2019	Brazil	BA	468	0	0	0	0	0	0
15/12/2019	Brazil	BA	341	0	0	0	0	0	0
22/12/2019	Brazil	BA	272	0	0	0	0	0	0
29/12/2019	Brazil	BA	300	0	0	0	0	0	0
05/01/2020	Brazil	BA	558	0	0	0	0	0	0
12/01/2020	Brazil	BA	578	0	0	0	0	0	0
19/01/2020	Brazil	BA	692	0	0	0	0	0	0
26/01/2020	Brazil	BA	634	0	0	0	0	0	0
02/02/2020	Brazil	BA	405	0	0	0	0	0	0
09/02/2020	Brazil	BA	46	0	0	0	0	0	0
04/01/2015	Brazil	MG	988	0	0	0	0	0	0
11/01/2015	Brazil	MG	1419	0	0	0	0	0	0
18/01/2015	Brazil	MG	1738	0	0	0	0	0	0
25/01/2015	Brazil	MG	1999	0	0	0	0	0	0
01/02/2015	Brazil	MG	2604	0	0	0	0	0	0
08/02/2015	Brazil	MG	2659	0	0	0	0	0	0
15/02/2015	Brazil	MG	3083	0	0	0	0	0	0
22/02/2015	Brazil	MG	4052	0	0	0	0	0	0
01/03/2015	Brazil	MG	5879	0	0	0	0	0	0
08/03/2015	Brazil	MG	7692	0	0	0	0	0	0
15/03/2015	Brazil	MG	9425	0	0	0	0	0	0
22/03/2015	Brazil	MG	10251	0	0	0	0	0	0
29/03/2015	Brazil	MG	12203	0	0	0	0	0	0
05/04/2015	Brazil	MG	16643	0	0	0	0	0	0
12/04/2015	Brazil	MG	17240	0	0	0	0	0	0
19/04/2015	Brazil	MG	19278	0	0	0	0	0	0
26/04/2015	Brazil	MG	21322	0	0	0	0	0	0
03/05/2015	Brazil	MG	19722	0	0	0	0	0	0
10/05/2015	Brazil	MG	16908	0	0	0	0	0	0
17/05/2015	Brazil	MG	12856	0	0	0	0	0	0
24/05/2015	Brazil	MG	9105	0	0	0	0	0	0
31/05/2015	Brazil	MG	6777	0	0	0	0	0	0
07/06/2015	Brazil	MG	6196	0	0	0	0	0	0
14/06/2015	Brazil	MG	4774	0	0	0	0	0	0
21/06/2015	Brazil	MG	3031	0	0	0	0	0	0
28/06/2015	Brazil	MG	2022	0	0	0	0	0	0
05/07/2015	Brazil	MG	1681	0	0	0	0	0	0
12/07/2015	Brazil	MG	1239	0	0	0	0	0	0
19/07/2015	Brazil	MG	1010	0	0	0	0	0	0
26/07/2015	Brazil	MG	794	0	0	0	0	0	0
02/08/2015	Brazil	MG	678	0	0	0	0	0	0
09/08/2015	Brazil	MG	587	0	0	0	0	0	0
16/08/2015	Brazil	MG	516	0	0	0	0	0	0
23/08/2015	Brazil	MG	474	0	0	0	0	0	0
30/08/2015	Brazil	MG	433	0	0	0	0	0	0
06/09/2015	Brazil	MG	443	0	0	0	0	0	0
13/09/2015	Brazil	MG	583	0	0	0	0	0	0
20/09/2015	Brazil	MG	578	0	0	0	0	0	0
27/09/2015	Brazil	MG	556	0	0	0	0	0	0
04/10/2015	Brazil	MG	566	0	0	0	0	0	0
11/10/2015	Brazil	MG	602	0	0	0	0	0	0
18/10/2015	Brazil	MG	688	0	0	0	0	0	0
25/10/2015	Brazil	MG	722	0	0	0	0	0	0
01/11/2015	Brazil	MG	964	0	0	0	0	0	0
08/11/2015	Brazil	MG	1228	0	0	0	0	0	0
15/11/2015	Brazil	MG	1601	0	0	0	0	0	0
22/11/2015	Brazil	MG	1975	0	0	0	0	0	0
29/11/2015	Brazil	MG	2399	0	0	0	0	0	0
06/12/2015	Brazil	MG	2892	0	0	0	0	0	0
13/12/2015	Brazil	MG	2635	0	0	0	0	0	0
20/12/2015	Brazil	MG	1375	0	0	0	0	0	0
27/12/2015	Brazil	MG	193	0	0	0	0	0	0
03/01/2016	Brazil	MG	13559	0	0	0	0	0	0
10/01/2016	Brazil	MG	15852	0	0	0	0	0	0
17/01/2016	Brazil	MG	18051	0	0	0	0	0	0
24/01/2016	Brazil	MG	21684	0	1	0	0	0	1
31/01/2016	Brazil	MG	27040	0	0	0	0	0	0
07/02/2016	Brazil	MG	33685	0	0	1	1	1	1
14/02/2016	Brazil	MG	47546	0	0	0	0	0	0
21/02/2016	Brazil	MG	52453	0	0	0	0	0	0
28/02/2016	Brazil	MG	49076	0	0	0	0	0	0
06/03/2016	Brazil	MG	47609	0	0	0	0	0	0
13/03/2016	Brazil	MG	45641	0	2	1	1	1	3
20/03/2016	Brazil	MG	38554	0	0	0	0	0	0
27/03/2016	Brazil	MG	43282	0	0	0	0	0	0
03/04/2016	Brazil	MG	44270	0	0	0	0	0	0
10/04/2016	Brazil	MG	38010	0	0	0	0	0	0
17/04/2016	Brazil	MG	29576	0	0	0	0	0	0
24/04/2016	Brazil	MG	25211	0	0	0	0	0	0
01/05/2016	Brazil	MG	18663	0	0	0	0	0	0
08/05/2016	Brazil	MG	11971	0	0	0	0	0	0
15/05/2016	Brazil	MG	8310	0	0	0	0	0	0
22/05/2016	Brazil	MG	4891	0	0	0	0	0	0
29/05/2016	Brazil	MG	3508	0	0	0	0	0	0
05/06/2016	Brazil	MG	2146	0	0	0	0	0	0
12/06/2016	Brazil	MG	1451	0	0	0	0	0	0
19/06/2016	Brazil	MG	968	0	0	0	0	0	0
26/06/2016	Brazil	MG	612	0	0	0	0	0	0
03/07/2016	Brazil	MG	544	0	0	0	0	0	0
10/07/2016	Brazil	MG	446	0	0	0	0	0	0
17/07/2016	Brazil	MG	354	0	0	0	0	0	0
24/07/2016	Brazil	MG	324	0	0	0	0	0	0
31/07/2016	Brazil	MG	349	0	0	0	0	0	0
07/08/2016	Brazil	MG	361	0	0	0	0	0	0
14/08/2016	Brazil	MG	373	0	0	0	0	0	0
21/08/2016	Brazil	MG	336	0	0	0	0	0	0
28/08/2016	Brazil	MG	319	0	0	0	0	0	0
04/09/2016	Brazil	MG	373	0	0	0	0	0	0
11/09/2016	Brazil	MG	418	0	0	0	0	0	0
18/09/2016	Brazil	MG	377	0	0	0	0	0	0
25/09/2016	Brazil	MG	415	0	0	0	0	0	0
02/10/2016	Brazil	MG	349	0	0	0	0	0	0
09/10/2016	Brazil	MG	463	0	0	0	0	0	0
16/10/2016	Brazil	MG	613	0	0	0	0	0	0
23/10/2016	Brazil	MG	581	0	0	0	0	0	0
30/10/2016	Brazil	MG	626	0	0	0	0	0	0
06/11/2016	Brazil	MG	628	0	0	0	0	0	0
13/11/2016	Brazil	MG	719	0	0	0	0	0	0
20/11/2016	Brazil	MG	904	0	0	0	0	0	0
27/11/2016	Brazil	MG	946	0	0	0	0	0	0
04/12/2016	Brazil	MG	1070	0	0	0	0	0	0
11/12/2016	Brazil	MG	953	0	0	0	0	0	0
18/12/2016	Brazil	MG	978	0	0	0	0	0	0
25/12/2016	Brazil	MG	629	0	0	0	0	0	0
01/01/2017	Brazil	MG	2059	0	0	0	0	0	0
08/01/2017	Brazil	MG	2495	0	0	0	0	0	0
15/01/2017	Brazil	MG	2639	0	0	0	0	0	0
22/01/2017	Brazil	MG	2714	0	0	0	0	0	0
29/01/2017	Brazil	MG	2438	0	0	0	0	0	0
05/02/2017	Brazil	MG	2443	0	0	0	0	0	0
12/02/2017	Brazil	MG	2704	0	0	0	0	0	0
19/02/2017	Brazil	MG	2216	0	0	0	0	0	0
26/02/2017	Brazil	MG	2330	0	0	0	0	0	0
05/03/2017	Brazil	MG	2572	0	0	0	0	0	0
12/03/2017	Brazil	MG	2471	0	0	0	0	0	0
19/03/2017	Brazil	MG	2339	0	0	0	1	0	1
26/03/2017	Brazil	MG	2100	0	0	0	0	0	0
02/04/2017	Brazil	MG	2022	0	0	0	0	0	0
09/04/2017	Brazil	MG	1773	0	0	0	0	0	0
16/04/2017	Brazil	MG	1774	0	0	0	0	0	0
23/04/2017	Brazil	MG	1488	0	0	0	0	0	0
30/04/2017	Brazil	MG	1581	0	0	0	0	0	0
07/05/2017	Brazil	MG	1390	0	0	0	3	0	3
14/05/2017	Brazil	MG	1210	0	0	0	0	0	0
21/05/2017	Brazil	MG	1046	0	0	0	0	0	0
28/05/2017	Brazil	MG	1049	0	0	0	0	0	0
04/06/2017	Brazil	MG	817	0	0	0	0	0	0
11/06/2017	Brazil	MG	681	0	0	0	0	0	0
18/06/2017	Brazil	MG	635	0	0	0	0	0	0
25/06/2017	Brazil	MG	486	0	0	0	0	0	0
02/07/2017	Brazil	MG	343	0	0	0	0	0	0
09/07/2017	Brazil	MG	321	0	0	0	0	0	0
16/07/2017	Brazil	MG	316	0	0	0	0	0	0
23/07/2017	Brazil	MG	295	0	0	0	0	0	0
30/07/2017	Brazil	MG	261	0	0	0	0	0	0
06/08/2017	Brazil	MG	290	0	0	0	0	0	0
13/08/2017	Brazil	MG	382	0	0	0	0	0	0
20/08/2017	Brazil	MG	383	0	0	0	0	0	0
27/08/2017	Brazil	MG	396	0	0	0	0	0	0
03/09/2017	Brazil	MG	397	0	0	0	0	0	0
10/09/2017	Brazil	MG	532	0	0	0	0	0	0
17/09/2017	Brazil	MG	513	0	0	0	0	0	0
24/09/2017	Brazil	MG	481	0	0	0	0	0	0
01/10/2017	Brazil	MG	543	0	0	0	0	0	0
08/10/2017	Brazil	MG	519	0	0	0	0	0	0
15/10/2017	Brazil	MG	591	0	0	0	0	0	0
22/10/2017	Brazil	MG	637	0	0	0	0	0	0
29/10/2017	Brazil	MG	553	0	0	0	0	0	0
05/11/2017	Brazil	MG	562	0	0	0	0	0	0
12/11/2017	Brazil	MG	610	0	0	0	0	0	0
19/11/2017	Brazil	MG	583	0	0	0	0	0	0
26/11/2017	Brazil	MG	658	0	0	0	0	0	0
03/12/2017	Brazil	MG	652	0	0	0	0	0	0
10/12/2017	Brazil	MG	750	0	0	0	0	0	0
17/12/2017	Brazil	MG	638	0	0	0	0	0	0
24/12/2017	Brazil	MG	322	0	0	0	0	0	0
31/12/2017	Brazil	MG	749	0	0	0	0	0	0
07/01/2018	Brazil	MG	1014	0	0	0	0	0	0
14/01/2018	Brazil	MG	1389	0	0	0	0	0	0
21/01/2018	Brazil	MG	1590	0	0	0	0	0	0
28/01/2018	Brazil	MG	1498	0	0	0	0	0	0
04/02/2018	Brazil	MG	1267	0	0	0	0	0	0
11/02/2018	Brazil	MG	1122	0	0	0	0	0	0
18/02/2018	Brazil	MG	1510	0	0	0	0	0	0
25/02/2018	Brazil	MG	1547	0	1	0	0	0	1
04/03/2018	Brazil	MG	1707	0	0	0	0	0	0
11/03/2018	Brazil	MG	1852	0	0	0	0	0	0
18/03/2018	Brazil	MG	1965	0	0	0	1	0	1
25/03/2018	Brazil	MG	1749	0	0	0	0	0	0
01/04/2018	Brazil	MG	2534	0	2	0	0	0	2
08/04/2018	Brazil	MG	3146	0	0	0	2	0	2
15/04/2018	Brazil	MG	3034	0	0	0	1	0	1
22/04/2018	Brazil	MG	2546	0	1	0	0	0	1
29/04/2018	Brazil	MG	1993	0	0	0	0	0	0
06/05/2018	Brazil	MG	2049	0	0	0	0	0	0
13/05/2018	Brazil	MG	2088	0	0	0	0	0	0
20/05/2018	Brazil	MG	1425	0	0	0	0	0	0
27/05/2018	Brazil	MG	868	0	0	0	0	0	0
03/06/2018	Brazil	MG	1053	0	0	0	0	0	0
10/06/2018	Brazil	MG	986	0	0	0	0	0	0
17/06/2018	Brazil	MG	881	0	0	0	0	0	0
24/06/2018	Brazil	MG	786	0	0	0	0	0	0
01/07/2018	Brazil	MG	600	0	0	0	1	0	1
08/07/2018	Brazil	MG	532	0	0	0	0	0	0
15/07/2018	Brazil	MG	450	0	0	0	0	0	0
22/07/2018	Brazil	MG	346	0	0	0	0	0	0
29/07/2018	Brazil	MG	381	0	0	0	0	0	0
05/08/2018	Brazil	MG	349	0	0	0	0	0	0
12/08/2018	Brazil	MG	430	0	0	0	0	0	0
19/08/2018	Brazil	MG	328	0	0	0	0	0	0
26/08/2018	Brazil	MG	338	0	0	0	0	0	0
02/09/2018	Brazil	MG	294	0	0	0	0	0	0
09/09/2018	Brazil	MG	363	0	0	0	0	0	0
16/09/2018	Brazil	MG	399	0	0	0	0	0	0
23/09/2018	Brazil	MG	451	0	0	0	0	0	0
30/09/2018	Brazil	MG	481	0	0	0	0	0	0
07/10/2018	Brazil	MG	434	0	0	0	0	0	0
14/10/2018	Brazil	MG	535	0	0	0	0	0	0
21/10/2018	Brazil	MG	620	0	0	0	0	0	0
28/10/2018	Brazil	MG	494	0	0	0	0	0	0
04/11/2018	Brazil	MG	692	0	0	0	0	0	0
11/11/2018	Brazil	MG	643	0	0	0	0	0	0
18/11/2018	Brazil	MG	831	0	0	0	0	0	0
25/11/2018	Brazil	MG	976	0	0	0	0	0	0
02/12/2018	Brazil	MG	1098	0	0	0	0	0	0
09/12/2018	Brazil	MG	1504	0	0	0	0	0	0
16/12/2018	Brazil	MG	1783	0	0	0	0	0	0
