date	country	UF	cases	death_DENV2	genomes_DENV2	death_DENV1	genomes_DENV1	death	genomes
26/11/2017	Brazil	MT	131	0	0	0	0	0	0
03/12/2017	Brazil	MT	154	0	0	0	0	0	0
10/12/2017	Brazil	MT	110	0	0	0	0	0	0
17/12/2017	Brazil	MT	149	0	0	0	0	0	0
24/12/2017	Brazil	MT	74	0	0	0	0	0	0
31/12/2017	Brazil	MT	106	0	0	0	0	0	0
07/01/2018	Brazil	MT	176	0	0	0	0	0	0
14/01/2018	Brazil	MT	212	0	0	0	0	0	0
21/01/2018	Brazil	MT	244	0	0	0	0	0	0
28/01/2018	Brazil	MT	188	0	0	0	0	0	0
04/02/2018	Brazil	MT	175	0	0	0	0	0	0
11/02/2018	Brazil	MT	122	0	0	0	0	0	0
18/02/2018	Brazil	MT	158	0	0	0	0	0	0
25/02/2018	Brazil	MT	170	0	0	0	0	0	0
04/03/2018	Brazil	MT	164	0	0	0	0	0	0
11/03/2018	Brazil	MT	187	0	0	0	0	0	0
18/03/2018	Brazil	MT	171	0	0	0	0	0	0
25/03/2018	Brazil	MT	147	0	0	0	0	0	0
01/04/2018	Brazil	MT	149	0	0	0	0	0	0
08/04/2018	Brazil	MT	149	0	0	0	0	0	0
15/04/2018	Brazil	MT	152	0	0	0	0	0	0
22/04/2018	Brazil	MT	148	0	0	0	0	0	0
29/04/2018	Brazil	MT	107	0	0	0	0	0	0
06/05/2018	Brazil	MT	189	0	0	0	0	0	0
13/05/2018	Brazil	MT	177	0	0	0	0	0	0
20/05/2018	Brazil	MT	104	0	0	0	0	0	0
27/05/2018	Brazil	MT	82	0	0	0	0	0	0
03/06/2018	Brazil	MT	87	0	0	0	0	0	0
10/06/2018	Brazil	MT	82	0	0	0	0	0	0
17/06/2018	Brazil	MT	51	0	0	0	0	0	0
24/06/2018	Brazil	MT	111	0	0	0	0	0	0
01/07/2018	Brazil	MT	71	0	0	0	0	0	0
08/07/2018	Brazil	MT	67	0	0	0	0	0	0
15/07/2018	Brazil	MT	92	0	0	0	0	0	0
22/07/2018	Brazil	MT	66	0	0	0	0	0	0
29/07/2018	Brazil	MT	64	0	0	0	0	0	0
05/08/2018	Brazil	MT	58	0	0	0	0	0	0
12/08/2018	Brazil	MT	63	0	0	0	0	0	0
19/08/2018	Brazil	MT	38	0	0	0	0	0	0
26/08/2018	Brazil	MT	56	0	0	0	0	0	0
02/09/2018	Brazil	MT	31	0	0	0	0	0	0
09/09/2018	Brazil	MT	57	0	0	0	0	0	0
16/09/2018	Brazil	MT	53	0	0	0	0	0	0
23/09/2018	Brazil	MT	72	0	0	0	0	0	0
30/09/2018	Brazil	MT	83	0	0	0	0	0	0
07/10/2018	Brazil	MT	48	0	0	0	0	0	0
14/10/2018	Brazil	MT	99	0	0	0	0	0	0
21/10/2018	Brazil	MT	110	0	0	0	0	0	0
28/10/2018	Brazil	MT	105	0	0	0	0	0	0
04/11/2018	Brazil	MT	150	0	0	0	0	0	0
11/11/2018	Brazil	MT	222	0	0	0	0	0	0
18/11/2018	Brazil	MT	344	0	0	0	0	0	0
25/11/2018	Brazil	MT	624	0	0	0	0	0	0
02/12/2018	Brazil	MT	1025	0	0	0	0	0	0
09/12/2018	Brazil	MT	975	0	0	0	0	0	0
16/12/2018	Brazil	MT	1174	0	0	0	0	0	0
23/12/2018	Brazil	MT	1086	0	0	0	0	0	0
30/12/2018	Brazil	MT	437	0	0	0	0	0	0
06/01/2019	Brazil	MT	875	0	0	0	0	0	0
13/01/2019	Brazil	MT	858	0	0	0	0	0	0
20/01/2019	Brazil	MT	1379	0	0	0	0	0	0
27/01/2019	Brazil	MT	1686	0	0	0	0	0	0
03/02/2019	Brazil	MT	1900	0	0	0	0	0	0
10/02/2019	Brazil	MT	2262	0	0	0	0	0	0
17/02/2019	Brazil	MT	2532	0	1	0	0	0	1
24/02/2019	Brazil	MT	3292	0	1	0	0	0	1
03/03/2019	Brazil	MT	3907	0	0	0	0	0	0
10/03/2019	Brazil	MT	4885	0	0	0	0	0	0
17/03/2019	Brazil	MT	4808	0	0	0	0	0	0
24/03/2019	Brazil	MT	5577	0	0	0	0	0	0
31/03/2019	Brazil	MT	3947	0	0	0	0	0	0
07/04/2019	Brazil	MT	4633	0	0	0	0	0	0
14/04/2019	Brazil	MT	4316	0	0	0	0	0	0
21/04/2019	Brazil	MT	3865	0	0	0	0	0	0
28/04/2019	Brazil	MT	3127	0	0	0	0	0	0
05/05/2019	Brazil	MT	2492	0	0	0	0	0	0
12/05/2019	Brazil	MT	2041	0	0	0	0	0	0
19/05/2019	Brazil	MT	1598	0	0	0	0	0	0
26/05/2019	Brazil	MT	1562	0	0	0	0	0	0
02/06/2019	Brazil	MT	1201	0	0	0	0	0	0
09/06/2019	Brazil	MT	1176	0	0	0	0	0	0
16/06/2019	Brazil	MT	954	0	0	0	0	0	0
23/06/2019	Brazil	MT	832	0	0	0	0	0	0
30/06/2019	Brazil	MT	513	0	0	0	0	0	0
07/07/2019	Brazil	MT	377	0	0	0	0	0	0
14/07/2019	Brazil	MT	234	0	0	0	0	0	0
21/07/2019	Brazil	MT	254	0	0	0	0	0	0
28/07/2019	Brazil	MT	221	0	0	0	0	0	0
04/08/2019	Brazil	MT	162	0	0	0	0	0	0
11/08/2019	Brazil	MT	162	0	0	0	0	0	0
18/08/2019	Brazil	MT	172	0	0	0	0	0	0
25/08/2019	Brazil	MT	160	0	0	0	0	0	0
01/09/2019	Brazil	MT	120	0	0	0	0	0	0
08/09/2019	Brazil	MT	114	0	0	0	0	0	0
15/09/2019	Brazil	MT	117	0	0	0	0	0	0
22/09/2019	Brazil	MT	103	0	0	0	0	0	0
29/09/2019	Brazil	MT	114	0	0	0	0	0	0
06/10/2019	Brazil	MT	98	0	0	0	0	0	0
13/10/2019	Brazil	MT	121	0	0	0	0	0	0
20/10/2019	Brazil	MT	114	0	0	0	0	0	0
27/10/2019	Brazil	MT	136	0	0	0	0	0	0
03/11/2019	Brazil	MT	193	0	0	0	0	0	0
10/11/2019	Brazil	MT	218	0	0	0	0	0	0
17/11/2019	Brazil	MT	228	0	0	0	0	0	0
24/11/2019	Brazil	MT	261	0	0	0	0	0	0
01/12/2019	Brazil	MT	344	0	0	0	0	0	0
08/12/2019	Brazil	MT	356	0	0	0	0	0	0
15/12/2019	Brazil	MT	326	0	0	0	0	0	0
22/12/2019	Brazil	MT	380	0	0	0	0	0	0
29/12/2019	Brazil	MT	556	0	0	0	0	0	0
05/01/2020	Brazil	MT	1393	0	0	0	0	0	0
12/01/2020	Brazil	MT	2331	0	0	0	0	0	0
19/01/2020	Brazil	MT	3101	0	0	0	0	0	0
26/01/2020	Brazil	MT	2863	0	0	0	0	0	0
02/02/2020	Brazil	MT	1999	0	0	0	0	0	0
09/02/2020	Brazil	MT	130	0	0	0	0	0	0
04/01/2015	Brazil	MS	316	0	0	0	0	0	0
11/01/2015	Brazil	MS	446	0	0	0	0	0	0
18/01/2015	Brazil	MS	637	0	0	0	0	0	0
25/01/2015	Brazil	MS	714	0	0	0	0	0	0
01/02/2015	Brazil	MS	788	0	0	0	0	0	0
08/02/2015	Brazil	MS	811	0	0	0	0	0	0
15/02/2015	Brazil	MS	1066	0	0	0	0	0	0
22/02/2015	Brazil	MS	1148	0	0	0	0	0	0
01/03/2015	Brazil	MS	1250	0	0	0	0	0	0
08/03/2015	Brazil	MS	1416	0	0	0	0	0	0
15/03/2015	Brazil	MS	1749	0	0	0	0	0	0
22/03/2015	Brazil	MS	1865	0	0	0	0	0	0
29/03/2015	Brazil	MS	1717	0	0	0	0	0	0
05/04/2015	Brazil	MS	2119	0	0	0	0	0	0
12/04/2015	Brazil	MS	1909	0	0	0	0	0	0
19/04/2015	Brazil	MS	1913	0	0	0	0	0	0
26/04/2015	Brazil	MS	1972	0	0	0	0	0	0
03/05/2015	Brazil	MS	1593	0	0	0	0	0	0
10/05/2015	Brazil	MS	1153	0	0	0	0	0	0
17/05/2015	Brazil	MS	953	0	0	0	0	0	0
24/05/2015	Brazil	MS	796	0	0	0	0	0	0
31/05/2015	Brazil	MS	580	0	0	0	0	0	0
07/06/2015	Brazil	MS	545	0	0	0	0	0	0
14/06/2015	Brazil	MS	462	0	0	0	0	0	0
21/06/2015	Brazil	MS	279	0	0	0	0	0	0
28/06/2015	Brazil	MS	208	0	0	0	0	0	0
05/07/2015	Brazil	MS	168	0	0	0	0	0	0
12/07/2015	Brazil	MS	157	0	0	0	0	0	0
19/07/2015	Brazil	MS	180	0	0	0	0	0	0
26/07/2015	Brazil	MS	164	0	0	0	0	0	0
02/08/2015	Brazil	MS	153	0	0	0	0	0	0
09/08/2015	Brazil	MS	142	0	0	0	0	0	0
16/08/2015	Brazil	MS	150	0	0	0	0	0	0
23/08/2015	Brazil	MS	142	0	0	0	0	0	0
30/08/2015	Brazil	MS	134	0	0	0	0	0	0
06/09/2015	Brazil	MS	139	0	0	0	0	0	0
13/09/2015	Brazil	MS	149	0	0	0	0	0	0
20/09/2015	Brazil	MS	152	0	0	0	0	0	0
27/09/2015	Brazil	MS	182	0	0	0	0	0	0
04/10/2015	Brazil	MS	163	0	0	0	0	0	0
11/10/2015	Brazil	MS	226	0	0	0	0	0	0
18/10/2015	Brazil	MS	270	0	0	0	0	0	0
25/10/2015	Brazil	MS	333	0	0	0	0	0	0
01/11/2015	Brazil	MS	408	0	0	0	0	0	0
08/11/2015	Brazil	MS	627	0	0	0	0	0	0
15/11/2015	Brazil	MS	853	0	0	0	0	0	0
22/11/2015	Brazil	MS	1095	0	0	0	0	0	0
29/11/2015	Brazil	MS	1497	0	0	0	0	0	0
06/12/2015	Brazil	MS	1377	0	0	0	0	0	0
13/12/2015	Brazil	MS	946	0	0	0	0	0	0
20/12/2015	Brazil	MS	267	0	0	0	0	0	0
27/12/2015	Brazil	MS	49	0	0	0	0	0	0
03/01/2016	Brazil	MS	4699	0	0	0	0	0	0
10/01/2016	Brazil	MS	5098	0	0	0	0	0	0
17/01/2016	Brazil	MS	5358	0	0	0	0	0	0
24/01/2016	Brazil	MS	4926	0	0	0	0	0	0
31/01/2016	Brazil	MS	4804	0	0	0	0	0	0
07/02/2016	Brazil	MS	4504	0	0	0	0	0	0
14/02/2016	Brazil	MS	4184	0	0	0	0	0	0
21/02/2016	Brazil	MS	3544	0	0	0	0	0	0
28/02/2016	Brazil	MS	3280	0	0	0	0	0	0
06/03/2016	Brazil	MS	2713	0	0	0	0	0	0
13/03/2016	Brazil	MS	2174	0	0	0	0	0	0
20/03/2016	Brazil	MS	2083	0	0	0	0	0	0
27/03/2016	Brazil	MS	2159	0	0	0	0	0	0
03/04/2016	Brazil	MS	1693	0	0	0	0	0	0
10/04/2016	Brazil	MS	1597	0	0	0	0	0	0
17/04/2016	Brazil	MS	1181	0	0	0	0	0	0
24/04/2016	Brazil	MS	788	0	0	0	0	0	0
01/05/2016	Brazil	MS	557	0	0	0	0	0	0
08/05/2016	Brazil	MS	380	0	0	0	0	0	0
15/05/2016	Brazil	MS	291	0	0	0	0	0	0
22/05/2016	Brazil	MS	179	0	0	0	0	0	0
29/05/2016	Brazil	MS	145	0	0	0	0	0	0
05/06/2016	Brazil	MS	88	0	0	0	0	0	0
12/06/2016	Brazil	MS	66	0	0	0	0	0	0
19/06/2016	Brazil	MS	74	0	0	0	0	0	0
26/06/2016	Brazil	MS	82	0	0	0	0	0	0
03/07/2016	Brazil	MS	58	0	0	0	0	0	0
10/07/2016	Brazil	MS	40	0	0	0	0	0	0
17/07/2016	Brazil	MS	33	0	0	0	0	0	0
24/07/2016	Brazil	MS	47	0	0	0	0	0	0
31/07/2016	Brazil	MS	53	0	0	0	0	0	0
07/08/2016	Brazil	MS	53	0	0	0	0	0	0
14/08/2016	Brazil	MS	57	0	0	0	0	0	0
21/08/2016	Brazil	MS	53	0	0	0	0	0	0
28/08/2016	Brazil	MS	55	0	0	0	0	0	0
04/09/2016	Brazil	MS	50	0	0	0	0	0	0
11/09/2016	Brazil	MS	56	0	0	0	0	0	0
18/09/2016	Brazil	MS	61	0	0	0	0	0	0
25/09/2016	Brazil	MS	74	0	0	0	0	0	0
02/10/2016	Brazil	MS	59	0	0	0	0	0	0
09/10/2016	Brazil	MS	59	0	0	0	0	0	0
16/10/2016	Brazil	MS	77	0	0	0	0	0	0
23/10/2016	Brazil	MS	52	0	0	0	0	0	0
30/10/2016	Brazil	MS	62	0	0	0	0	0	0
06/11/2016	Brazil	MS	65	0	0	0	0	0	0
13/11/2016	Brazil	MS	81	0	0	0	0	0	0
20/11/2016	Brazil	MS	78	0	0	0	0	0	0
27/11/2016	Brazil	MS	100	0	0	0	0	0	0
04/12/2016	Brazil	MS	112	0	0	0	0	0	0
11/12/2016	Brazil	MS	101	0	0	0	0	0	0
18/12/2016	Brazil	MS	84	0	0	0	0	0	0
25/12/2016	Brazil	MS	66	0	0	0	0	0	0
01/01/2017	Brazil	MS	167	0	0	0	0	0	0
08/01/2017	Brazil	MS	210	0	0	0	0	0	0
15/01/2017	Brazil	MS	221	0	0	0	0	0	0
22/01/2017	Brazil	MS	248	0	0	0	0	0	0
29/01/2017	Brazil	MS	233	0	0	0	0	0	0
05/02/2017	Brazil	MS	243	0	0	0	0	0	0
12/02/2017	Brazil	MS	217	0	0	0	0	0	0
19/02/2017	Brazil	MS	199	0	0	0	0	0	0
26/02/2017	Brazil	MS	203	0	0	0	0	0	0
05/03/2017	Brazil	MS	217	0	0	0	0	0	0
12/03/2017	Brazil	MS	192	0	0	0	0	0	0
19/03/2017	Brazil	MS	240	0	0	0	0	0	0
26/03/2017	Brazil	MS	196	0	0	0	0	0	0
02/04/2017	Brazil	MS	204	0	0	0	0	0	0
09/04/2017	Brazil	MS	155	0	0	0	0	0	0
16/04/2017	Brazil	MS	141	0	0	0	0	0	0
23/04/2017	Brazil	MS	80	0	0	0	0	0	0
30/04/2017	Brazil	MS	139	0	0	0	0	0	0
07/05/2017	Brazil	MS	142	0	0	0	0	0	0
14/05/2017	Brazil	MS	111	0	0	0	0	0	0
21/05/2017	Brazil	MS	125	0	0	0	0	0	0
28/05/2017	Brazil	MS	119	0	0	0	0	0	0
04/06/2017	Brazil	MS	90	0	0	0	0	0	0
11/06/2017	Brazil	MS	75	0	0	0	0	0	0
18/06/2017	Brazil	MS	86	0	0	0	0	0	0
25/06/2017	Brazil	MS	70	0	0	0	0	0	0
02/07/2017	Brazil	MS	47	0	0	0	0	0	0
09/07/2017	Brazil	MS	66	0	0	0	0	0	0
16/07/2017	Brazil	MS	40	0	0	0	0	0	0
23/07/2017	Brazil	MS	62	0	0	0	0	0	0
30/07/2017	Brazil	MS	77	0	0	0	0	0	0
06/08/2017	Brazil	MS	67	0	0	0	0	0	0
13/08/2017	Brazil	MS	66	0	0	0	0	0	0
20/08/2017	Brazil	MS	78	0	0	0	0	0	0
27/08/2017	Brazil	MS	108	0	0	0	0	0	0
03/09/2017	Brazil	MS	102	0	0	0	0	0	0
10/09/2017	Brazil	MS	114	0	0	0	0	0	0
17/09/2017	Brazil	MS	147	0	0	0	0	0	0
24/09/2017	Brazil	MS	136	0	0	0	0	0	0
01/10/2017	Brazil	MS	122	0	0	0	0	0	0
08/10/2017	Brazil	MS	115	0	0	0	0	0	0
15/10/2017	Brazil	MS	125	0	0	0	0	0	0
22/10/2017	Brazil	MS	119	0	0	0	0	0	0
29/10/2017	Brazil	MS	119	0	0	0	0	0	0
05/11/2017	Brazil	MS	94	0	0	0	0	0	0
12/11/2017	Brazil	MS	123	0	0	0	0	0	0
19/11/2017	Brazil	MS	136	0	0	0	0	0	0
26/11/2017	Brazil	MS	145	0	0	0	0	0	0
03/12/2017	Brazil	MS	118	0	0	0	0	0	0
10/12/2017	Brazil	MS	147	0	0	0	0	0	0
17/12/2017	Brazil	MS	77	0	0	0	0	0	0
24/12/2017	Brazil	MS	30	0	0	0	0	0	0
31/12/2017	Brazil	MS	219	0	0	0	0	0	0
07/01/2018	Brazil	MS	337	0	0	0	0	0	0
14/01/2018	Brazil	MS	357	0	0	0	0	0	0
21/01/2018	Brazil	MS	428	0	0	0	0	0	0
28/01/2018	Brazil	MS	455	0	0	0	0	0	0
04/02/2018	Brazil	MS	482	0	0	0	0	0	0
11/02/2018	Brazil	MS	307	0	0	0	0	0	0
18/02/2018	Brazil	MS	386	0	0	0	0	0	0
25/02/2018	Brazil	MS	416	0	0	0	0	0	0
04/03/2018	Brazil	MS	369	0	0	0	0	0	0
11/03/2018	Brazil	MS	402	0	0	0	0	0	0
18/03/2018	Brazil	MS	422	0	0	0	0	0	0
25/03/2018	Brazil	MS	272	0	0	0	0	0	0
01/04/2018	Brazil	MS	316	0	0	0	0	0	0
08/04/2018	Brazil	MS	376	0	0	0	0	0	0
15/04/2018	Brazil	MS	308	0	0	0	0	0	0
22/04/2018	Brazil	MS	328	0	0	0	0	0	0
29/04/2018	Brazil	MS	253	0	0	0	0	0	0
06/05/2018	Brazil	MS	281	0	0	0	0	0	0
13/05/2018	Brazil	MS	250	0	0	0	0	0	0
20/05/2018	Brazil	MS	229	0	0	0	0	0	0
27/05/2018	Brazil	MS	145	0	0	0	0	0	0
03/06/2018	Brazil	MS	153	0	0	0	0	0	0
10/06/2018	Brazil	MS	159	0	0	0	0	0	0
17/06/2018	Brazil	MS	132	0	0	0	0	0	0
24/06/2018	Brazil	MS	113	0	0	0	0	0	0
01/07/2018	Brazil	MS	99	0	0	0	0	0	0
08/07/2018	Brazil	MS	95	0	0	0	0	0	0
15/07/2018	Brazil	MS	69	0	0	0	0	0	0
22/07/2018	Brazil	MS	59	0	0	0	0	0	0
29/07/2018	Brazil	MS	57	0	0	0	0	0	0
05/08/2018	Brazil	MS	53	0	0	0	0	0	0
12/08/2018	Brazil	MS	67	0	0	0	0	0	0
19/08/2018	Brazil	MS	70	0	0	0	0	0	0
26/08/2018	Brazil	MS	47	0	0	0	0	0	0
02/09/2018	Brazil	MS	43	0	0	0	0	0	0
09/09/2018	Brazil	MS	57	0	0	0	0	0	0
16/09/2018	Brazil	MS	50	0	0	0	0	0	0
23/09/2018	Brazil	MS	42	0	0	0	0	0	0
30/09/2018	Brazil	MS	44	0	1	0	0	0	1
07/10/2018	Brazil	MS	38	0	0	0	0	0	0
14/10/2018	Brazil	MS	67	0	0	0	0	0	0
21/10/2018	Brazil	MS	58	0	0	0	0	0	0
28/10/2018	Brazil	MS	61	0	0	0	0	0	0
04/11/2018	Brazil	MS	119	0	0	0	0	0	0
11/11/2018	Brazil	MS	80	0	1	0	0	0	1
18/11/2018	Brazil	MS	94	0	0	0	0	0	0
25/11/2018	Brazil	MS	131	0	1	0	0	0	1
02/12/2018	Brazil	MS	166	0	0	0	0	0	0
09/12/2018	Brazil	MS	237	0	2	0	0	0	2
16/12/2018	Brazil	MS	203	0	0	0	0	0	0
23/12/2018	Brazil	MS	125	0	0	0	0	0	0
30/12/2018	Brazil	MS	135	0	0	0	0	0	0
06/01/2019	Brazil	MS	262	0	1	0	0	0	1
13/01/2019	Brazil	MS	261	0	2	0	0	0	2
20/01/2019	Brazil	MS	305	0	15	0	0	0	15
27/01/2019	Brazil	MS	311	0	8	0	0	0	8
03/02/2019	Brazil	MS	321	0	0	0	0	0	0
10/02/2019	Brazil	MS	326	0	1	0	0	0	1
17/02/2019	Brazil	MS	360	0	1	0	0	0	1
24/02/2019	Brazil	MS	380	0	1	0	0	0	1
03/03/2019	Brazil	MS	302	0	4	0	0	0	4
10/03/2019	Brazil	MS	389	0	6	0	0	0	6
17/03/2019	Brazil	MS	429	0	11	0	0	0	11
24/03/2019	Brazil	MS	471	0	2	0	0	0	2
31/03/2019	Brazil	MS	541	0	0	0	0	0	0
07/04/2019	Brazil	MS	552	1	1	0	0	1	1
14/04/2019	Brazil	MS	483	0	0	0	0	0	0
21/04/2019	Brazil	MS	715	0	1	0	0	0	1
28/04/2019	Brazil	MS	600	0	0	0	0	0	0
05/05/2019	Brazil	MS	750	0	0	0	0	0	0
12/05/2019	Brazil	MS	685	0	0	0	0	0	0
19/05/2019	Brazil	MS	789	0	0	0	0	0	0
26/05/2019	Brazil	MS	751	0	0	0	0	0	0
02/06/2019	Brazil	MS	564	0	0	0	0	0	0
09/06/2019	Brazil	MS	542	0	0	0	0	0	0
16/06/2019	Brazil	MS	394	0	0	0	0	0	0
23/06/2019	Brazil	MS	401	0	0	0	0	0	0
30/06/2019	Brazil	MS	319	0	0	0	0	0	0
07/07/2019	Brazil	MS	272	0	0	0	0	0	0
14/07/2019	Brazil	MS	209	0	0	0	0	0	0
21/07/2019	Brazil	MS	164	0	0	0	0	0	0
28/07/2019	Brazil	MS	236	0	0	0	0	0	0
04/08/2019	Brazil	MS	153	0	0	0	0	0	0
11/08/2019	Brazil	MS	139	0	0	0	0	0	0
18/08/2019	Brazil	MS	156	0	0	0	0	0	0
25/08/2019	Brazil	MS	140	0	0	0	0	0	0
01/09/2019	Brazil	MS	137	0	0	0	0	0	0
08/09/2019	Brazil	MS	110	0	0	0	0	0	0
15/09/2019	Brazil	MS	120	0	0	0	0	0	0
22/09/2019	Brazil	MS	110	0	0	0	0	0	0
29/09/2019	Brazil	MS	109	0	0	0	0	0	0
06/10/2019	Brazil	MS	139	0	0	0	0	0	0
13/10/2019	Brazil	MS	101	0	0	0	0	0	0
20/10/2019	Brazil	MS	148	0	0	0	0	0	0
27/10/2019	Brazil	MS	152	0	0	0	0	0	0
03/11/2019	Brazil	MS	156	0	0	0	0	0	0
10/11/2019	Brazil	MS	167	0	0	0	0	0	0
17/11/2019	Brazil	MS	240	0	0	0	0	0	0
24/11/2019	Brazil	MS	303	0	0	0	0	0	0
01/12/2019	Brazil	MS	342	0	0	0	0	0	0
08/12/2019	Brazil	MS	515	0	0	0	0	0	0
15/12/2019	Brazil	MS	513	0	0	0	0	0	0
22/12/2019	Brazil	MS	257	0	0	0	0	0	0
29/12/2019	Brazil	MS	490	0	0	0	0	0	0
05/01/2020	Brazil	MS	1008	0	0	0	0	0	0
12/01/2020	Brazil	MS	1292	0	0	0	0	0	0
19/01/2020	Brazil	MS	1272	0	0	0	0	0	0
26/01/2020	Brazil	MS	1273	0	0	0	0	0	0
02/02/2020	Brazil	MS	899	0	0	0	0	0	0
09/02/2020	Brazil	MS	73	0	0	0	0	0	0
									
