,EventTime,Origin,Destination
265,2023.221886,Northeast,Midwest
266,2019.558876,Southeast,Northeast
267,2019.257506,Southeast,Midwest
268,2019.542446,Southeast,Midwest
269,2022.254756,Southeast,SouthAmerica
270,2018.931066,Southeast,SouthAmerica
271,2023.205446,Southeast,Rio_de_Janeiro
272,2023.1479160000001,Northeast,North
273,2023.1533960000002,Northeast,North
274,2016.622216,Northeast,Southeast
275,2021.229996,Southeast,Northeast
276,2022.838326,Southeast,Northeast
277,2021.858936,Southeast,Midwest
278,2023.254756,Southeast,Midwest
279,2022.424626,Southeast,SouthAmerica
280,2023.227366,Southeast,Rio_de_Janeiro
281,2023.241056,Southeast,North
282,2020.829136,Southeast,South
283,2021.8709860000001,South,Northeast
284,2023.062996,Northeast,Southeast
285,2023.117786,South,Southeast
286,2022.632806,Southeast,Midwest
287,2022.030406,Southeast,South
288,2023.180796,South,Midwest
289,2023.0060760000001,South,Midwest
290,2023.273946,Midwest,Northeast
291,2023.254766,Southeast,Midwest
292,2023.216416,Southeast,Midwest
293,2023.3287460000001,Midwest,Southeast
294,2013.874446,Northeast,Southeast
295,2023.284926,Southeast,Northeast
296,2018.645336,Southeast,Northeast
297,2021.350676,Northeast,Southeast
298,2018.397246,Southeast,Northeast
299,2023.241086,Southeast,South
300,2023.350686,Southeast,Northeast
301,2023.378076,Southeast,Northeast
302,2022.816436,Southeast,Northeast
303,2022.012676,Southeast,Rio_de_Janeiro
304,2023.216436,Southeast,Midwest
305,2023.161646,Southeast,South
306,2021.508086,Southeast,South
307,2023.309576,South,Southeast
308,2023.3150660000001,Southeast,Midwest
309,2022.336986,Southeast,SouthAmerica
310,2023.430136,Southeast,Northeast
311,2023.213696,Southeast,South
312,2021.633916,Southeast,Midwest
313,2023.276716,Southeast,Rio_de_Janeiro
314,2023.043836,Southeast,Northeast
315,2019.953146,Southeast,Northeast
316,2021.672036,Northeast,Midwest
317,2023.232876,Midwest,South
318,2023.142466,Midwest,Northeast
319,2023.194526,Midwest,Southeast
320,2023.084936,Midwest,Southeast
321,2021.220056,Southeast,South
322,2023.3397260000002,South,North
323,2023.210966,South,Southeast
324,2022.4612260000001,Southeast,Northeast
325,2020.369606,Southeast,South
326,2023.199996,Southeast,Midwest
327,2023.3671160000001,Southeast,North
328,2022.336986,Southeast,SouthAmerica
329,2023.128756,Southeast,South
330,2019.486106,Southeast,Midwest
331,2023.312326,Midwest,Southeast
332,2023.142466,Midwest,Southeast
333,2020.396686,Southeast,North
334,2023.175346,North,Southeast
335,2023.3917860000001,North,Midwest
336,2022.003936,Southeast,Rio_de_Janeiro
337,2023.169856,Southeast,Midwest
338,2019.918346,Southeast,South
339,2021.738816,South,Southeast
340,2023.391776,Southeast,Midwest
341,2018.032606,Southeast,Northeast
342,2019.972376,Northeast,South
344,2020.961176,South,Southeast
345,2023.194516,Southeast,Midwest
346,2023.1972660000001,Southeast,Northeast
347,2020.709926,Northeast,Southeast
348,2021.877316,Southeast,Midwest
349,2019.011996,Northeast,Southeast
350,2023.131496,Southeast,South
351,2022.307096,Southeast,South
352,2022.999986,South,Midwest
353,2023.2054660000001,Southeast,Midwest
354,2023.183546,Southeast,Rio_de_Janeiro
355,2023.252036,Southeast,Rio_de_Janeiro
356,2023.293136,Southeast,Northeast
357,2022.687256,Southeast,Rio_de_Janeiro
358,2021.726516,Southeast,Midwest
359,2023.0027460000001,Midwest,Northeast
360,2023.347956,Northeast,Midwest
361,2022.999996,Southeast,Midwest
362,2022.999986,Southeast,Midwest
363,2023.161636,Southeast,Northeast
364,2021.916296,Southeast,South
365,2023.213676,South,Southeast
366,2022.412526,South,Midwest
367,2023.0958660000001,Midwest,Southeast
368,2023.205446,Midwest,South
369,2023.028006,Midwest,Southeast
370,2023.279416,Southeast,Rio_de_Janeiro
371,2023.347916,Southeast,Midwest
